Units,Appliances,Hours,Season,Rate,Bill
431,2,13.6,Summer,7.0,3455.8
502,7,4.5,Winter,6.0,3668.0
251,4,8.7,Monsoon,6.5,2161.1
350,2,2.2,Summer,7.0,2728.6
567,5,7.5,Winter,6.0,4059.0
468,11,10.3,Summer,7.0,4371.4
228,9,12.4,Winter,6.0,2156.2
539,7,10.0,Winter,6.0,4090.0
122,2,13.0,Monsoon,6.5,1318.0
359,6,4.9,Winter,6.0,2581.2
480,8,11.2,Winter,6.0,3686.6
279,9,5.7,Monsoon,6.5,2500.1
90,11,1.6,Winter,6.0,1183.8
501,2,8.1,Summer,7.0,3941.8
304,12,5.0,Winter,6.0,2692.0
104,10,2.6,Summer,7.0,1411.8
204,12,13.5,Monsoon,6.5,2378.0
213,7,9.7,Monsoon,6.5,2250.1
193,12,3.8,Summer,7.0,2237.4
157,11,7.2,Winter,6.0,1849.6
411,5,3.5,Winter,6.0,2776.0
143,7,6.4,Winter,6.0,1372.2
351,3,7.0,Winter,6.0,2598.0
482,3,9.6,Summer,7.0,3742.8
521,4,9.2,Summer,7.0,4068.6
345,2,1.9,Winter,6.0,2139.2
336,8,1.7,Monsoon,6.5,2855.6
80,1,9.8,Summer,7.0,885.4
417,7,8.7,Summer,7.0,3730.6
582,8,7.0,Monsoon,6.5,4384.0
311,1,6.3,Monsoon,6.5,2358.9
447,6,10.0,Summer,7.0,3854.0
172,6,8.2,Summer,7.0,1847.6
550,5,9.6,Summer,7.0,4383.8
120,7,9.8,Monsoon,6.5,1512.4
479,2,9.4,Monsoon,6.5,3539.7
166,11,7.0,Winter,6.0,1854.0
116,4,1.8,Summer,7.0,1094.4
478,2,11.4,Winter,6.0,3324.2
540,1,2.0,Winter,6.0,3239.0
123,7,3.0,Winter,6.0,1394.0
232,12,8.7,Winter,6.0,2301.6
224,8,9.7,Summer,7.0,2450.6
126,4,10.3,Monsoon,6.5,1283.4
256,11,2.1,Summer,7.0,2572.8
547,10,3.6,Summer,7.0,4461.8
196,8,8.9,Summer,7.0,2103.2
287,7,5.7,Summer,7.0,2678.6
203,11,8.7,Winter,6.0,2096.6
298,1,8.9,Winter,6.0,2123.2
203,5,3.3,Summer,7.0,1900.4
458,9,3.6,Summer,7.0,3865.8
121,3,2.7,Monsoon,6.5,1099.1
96,8,2.5,Summer,7.0,1115.0
171,12,9.6,Summer,7.0,2240.8
567,12,3.1,Winter,6.0,4191.8
357,9,7.1,Monsoon,6.5,3076.3
118,10,3.8,Summer,7.0,1687.4
170,11,11.8,Monsoon,6.5,2154.4
508,1,8.5,Winter,6.0,3299.0
177,10,6.0,Summer,7.0,2183.0
304,8,11.1,Monsoon,6.5,2762.8
134,4,2.9,Winter,6.0,1071.2
565,8,3.7,Monsoon,6.5,4168.1
452,5,4.1,Summer,7.0,3581.8
544,1,2.8,Winter,6.0,3283.4
260,3,11.3,Monsoon,6.5,2299.4
198,2,12.7,Monsoon,6.5,1849.6
413,7,4.0,Monsoon,6.5,3267.5
192,6,4.3,Summer,7.0,1825.4
502,4,6.2,Monsoon,6.5,3658.6
562,10,7.6,Summer,7.0,4869.8
301,10,7.2,Summer,7.0,3006.6
219,8,10.5,Winter,6.0,2161.0
287,6,3.1,Winter,6.0,2339.8
367,3,2.9,Summer,7.0,2933.2
508,3,11.0,Winter,6.0,3513.0
240,11,13.4,Winter,6.0,2467.2
315,2,6.6,Monsoon,6.5,2479.3
301,10,7.4,Winter,6.0,2749.2
94,12,6.9,Winter,6.0,1513.2
415,7,8.7,Summer,7.0,3529.6
85,7,13.8,Monsoon,6.5,1263.9
596,1,6.8,Winter,6.0,3882.4
180,8,7.7,Winter,6.0,1707.6
92,12,10.6,Monsoon,6.5,1635.8
447,5,4.5,Summer,7.0,3476.0
571,11,5.3,Summer,7.0,4945.4
104,8,7.3,Monsoon,6.5,1320.4
495,3,11.4,Monsoon,6.5,3770.7
555,12,9.4,Monsoon,6.5,4536.7
420,9,1.9,Winter,6.0,3226.2
292,11,2.5,Winter,6.0,2558.0
136,9,13.3,Monsoon,6.5,1877.4
193,7,6.1,Summer,7.0,1846.8
455,3,9.6,Winter,6.0,3077.8
289,3,13.8,Monsoon,6.5,2431.9
196,11,7.5,Monsoon,6.5,2346.0
294,12,11.0,Monsoon,6.5,3013.0
353,9,10.0,Winter,6.0,2974.0
144,6,5.8,Summer,7.0,1658.4
205,8,10.4,Monsoon,6.5,2265.7
542,10,6.1,Winter,6.0,3955.8
548,2,2.5,Summer,7.0,3977.0
158,2,3.6,Winter,6.0,1085.8
231,8,3.4,Monsoon,6.5,2070.7
103,5,6.7,Monsoon,6.5,1309.1
565,6,6.8,Summer,7.0,4395.4
273,2,1.8,Winter,6.0,1786.4
423,7,8.7,Monsoon,6.5,3465.1
535,8,5.3,Winter,6.0,3795.4
255,5,4.3,Winter,6.0,2015.4
128,3,5.9,Winter,6.0,1211.2
244,12,8.2,Summer,7.0,2660.6
237,3,4.5,Summer,7.0,1851.0
209,8,4.8,Winter,6.0,1852.4
115,11,5.5,Summer,7.0,1700.0
461,8,8.2,Summer,7.0,3909.6
388,2,13.0,Monsoon,6.5,3073.0
228,8,13.1,Winter,6.0,2183.8
599,6,9.6,Summer,7.0,4852.8
376,10,9.8,Winter,6.0,3319.4
532,6,10.1,Monsoon,6.5,4225.8
222,11,8.4,Summer,7.0,2511.2
491,10,12.0,Summer,7.0,4501.0
174,6,2.2,Winter,6.0,1444.6
307,5,3.9,Monsoon,6.5,2321.7
536,11,9.9,Monsoon,6.5,4370.2
483,4,7.6,Monsoon,6.5,3723.3
449,7,3.3,Summer,7.0,3758.4
475,6,1.7,Winter,6.0,3313.6
395,8,12.4,Winter,6.0,3131.2
534,12,13.9,Summer,7.0,4983.2
247,12,13.6,Winter,6.0,2709.8
504,3,11.9,Monsoon,6.5,3698.2
292,5,7.4,Summer,7.0,2694.2
147,10,11.0,Winter,6.0,1735.0
499,11,12.9,Summer,7.0,4631.2
553,12,8.6,Summer,7.0,4811.8
270,7,5.1,Summer,7.0,2588.8
389,10,5.3,Summer,7.0,3657.4
554,4,1.8,Monsoon,6.5,3762.4
348,5,13.5,Summer,7.0,3230.0
374,7,3.7,Summer,7.0,3151.6
202,5,7.7,Summer,7.0,1838.6
450,10,7.5,Monsoon,6.5,3858.0
567,12,11.7,Winter,6.0,4550.6
97,5,3.5,Monsoon,6.5,932.5
407,8,12.5,Summer,7.0,3638.0
247,1,4.9,Winter,6.0,1748.2
444,1,5.1,Monsoon,6.5,3214.8
158,9,3.9,Monsoon,6.5,1664.2
251,9,5.5,Summer,7.0,2507.0
388,5,10.1,Monsoon,6.5,3164.8
440,3,1.7,Summer,7.0,3437.6
461,8,6.6,Winter,6.0,3403.8
303,3,7.8,Summer,7.0,2480.4
196,7,7.3,Monsoon,6.5,1822.4
214,1,7.5,Summer,7.0,1782.0
451,3,11.7,Monsoon,6.5,3571.1
256,12,5.3,Winter,6.0,2374.4
211,12,3.3,Summer,7.0,2315.4
208,4,3.1,Winter,6.0,1484.8
194,2,1.7,Winter,6.0,1438.6
123,4,2.8,Winter,6.0,1188.4
140,8,3.0,Monsoon,6.5,1493.0
147,5,9.8,Summer,7.0,1527.4
290,10,12.8,Summer,7.0,2982.4
439,1,2.6,Monsoon,6.5,2983.3
436,6,3.5,Monsoon,6.5,3428.0
327,9,8.6,Monsoon,6.5,2851.3
94,9,4.2,Monsoon,6.5,1261.6
255,9,1.6,Winter,6.0,2059.8
596,12,7.4,Summer,7.0,5103.2
189,3,11.9,Winter,6.0,1706.2
299,9,4.3,Winter,6.0,2406.4
206,8,2.9,Winter,6.0,1756.2
449,12,5.1,Winter,6.0,3486.8
415,8,2.9,Summer,7.0,3501.2
399,11,13.7,Winter,6.0,3569.6
497,5,13.8,Summer,7.0,4259.4
151,8,13.2,Summer,7.0,1984.6
93,11,7.6,Summer,7.0,1481.8
528,9,9.7,Winter,6.0,3917.6
226,7,6.5,Summer,7.0,2121.0
252,2,6.0,Monsoon,6.5,1887.0
285,10,12.1,Winter,6.0,2754.8
318,7,10.6,Summer,7.0,2969.8
359,11,13.3,Monsoon,6.5,3452.9
494,8,7.9,Winter,6.0,3630.2
190,2,4.6,Winter,6.0,1502.8
217,1,2.7,Summer,7.0,1536.6
590,11,1.8,Summer,7.0,4836.4
414,3,5.3,Winter,6.0,2726.4
584,8,4.0,Summer,7.0,4824.0
596,5,8.3,Winter,6.0,4259.4
98,1,13.9,Monsoon,6.5,1001.2
540,6,12.2,Winter,6.0,4047.6
116,1,3.7,Winter,6.0,869.6
248,8,6.9,Monsoon,6.5,2334.2
478,8,11.1,Monsoon,6.5,4078.8
582,11,8.4,Monsoon,6.5,4859.2
561,8,8.5,Monsoon,6.5,4334.5
137,7,4.8,Monsoon,6.5,1522.9
441,5,5.5,Monsoon,6.5,3209.5
126,3,12.0,Monsoon,6.5,1378.0
107,11,5.8,Monsoon,6.5,1471.9
433,6,6.6,Winter,6.0,3050.8
330,4,4.4,Monsoon,6.5,2537.2
166,12,2.3,Monsoon,6.5,1929.4
425,3,1.7,Summer,7.0,3233.6
551,11,12.3,Summer,7.0,5056.4
511,5,1.8,Monsoon,6.5,3786.9
102,6,6.2,Monsoon,6.5,1275.6
180,8,2.8,Winter,6.0,1633.4
588,9,11.6,Winter,6.0,4460.8
386,6,13.6,Summer,7.0,3425.8
157,9,4.2,Winter,6.0,1629.6
384,10,6.5,Summer,7.0,3485.0
174,12,12.1,Monsoon,6.5,2147.8
424,5,2.3,Monsoon,6.5,3266.4
517,4,5.8,Winter,6.0,3413.4
389,9,11.6,Monsoon,6.5,3509.3
400,4,6.7,Monsoon,6.5,3025.6
544,11,11.0,Monsoon,6.5,4501.0
271,10,7.7,Summer,7.0,2851.6
524,10,10.6,Winter,6.0,3970.8
285,6,7.3,Monsoon,6.5,2419.9
387,7,6.6,Summer,7.0,3230.8
288,7,4.8,Monsoon,6.5,2457.4
244,5,10.1,Monsoon,6.5,2163.8
324,2,3.4,Winter,6.0,2033.2
397,8,7.6,Summer,7.0,3584.8
117,4,3.5,Winter,6.0,979.0
344,5,9.7,Summer,7.0,2944.6
123,12,7.6,Monsoon,6.5,1652.3
165,6,9.0,Summer,7.0,1679.0
452,11,9.7,Winter,6.0,3594.6
223,4,2.9,Winter,6.0,1785.2
337,8,12.6,Summer,7.0,3202.8
205,6,5.6,Monsoon,6.5,2028.3
479,12,10.8,Monsoon,6.5,4261.9
227,2,3.7,Summer,7.0,1812.6
498,5,12.3,Winter,6.0,3535.4
463,12,13.4,Winter,6.0,3945.2
513,8,10.0,Monsoon,6.5,4126.5
451,8,10.4,Summer,7.0,3975.2
115,12,9.8,Summer,7.0,1736.4
325,5,8.4,Monsoon,6.5,2680.7
451,11,3.0,Monsoon,6.5,3701.5
477,1,12.9,Winter,6.0,3339.2
388,2,13.2,Winter,6.0,2797.6
295,3,12.9,Winter,6.0,2338.2
496,1,4.9,Monsoon,6.5,3317.2
562,12,6.7,Winter,6.0,4359.6
512,2,11.8,Monsoon,6.5,3771.4
147,6,6.8,Monsoon,6.5,1665.9
414,8,10.2,Monsoon,6.5,3372.6
268,11,7.0,Monsoon,6.5,2572.0
490,4,9.4,Summer,7.0,3963.2
164,2,3.5,Monsoon,6.5,1408.0
213,10,10.1,Monsoon,6.5,2330.3
569,12,3.2,Winter,6.0,4221.6
415,5,4.0,Monsoon,6.5,3196.5
266,7,12.5,Winter,6.0,2543.0
101,1,13.0,Summer,7.0,1103.0
553,4,4.8,Summer,7.0,4201.4
490,10,6.9,Summer,7.0,4256.2
171,6,3.6,Summer,7.0,1827.8
94,12,8.1,Summer,7.0,1746.8
586,2,4.3,Monsoon,6.5,4013.4
352,5,10.8,Summer,7.0,3136.4
521,4,9.0,Summer,7.0,4153.0
273,7,3.8,Monsoon,6.5,2259.9
377,5,4.4,Summer,7.0,3167.2
458,10,10.1,Summer,7.0,4222.8
90,8,3.2,Summer,7.0,1254.6
487,11,4.2,Monsoon,6.5,4044.1
513,12,9.0,Monsoon,6.5,4253.5
140,1,5.7,Summer,7.0,1174.6
442,10,13.2,Winter,6.0,3544.6
339,9,9.2,Summer,7.0,3219.6
459,3,13.6,Winter,6.0,3465.8
263,5,3.6,Summer,7.0,2368.8
559,3,2.6,Winter,6.0,3742.8
225,5,3.0,Winter,6.0,1631.0
591,5,10.8,Summer,7.0,4834.4
349,10,11.9,Winter,6.0,3062.2
400,7,12.7,Monsoon,6.5,3421.6
583,3,8.4,Monsoon,6.5,4294.7
273,3,2.2,Summer,7.0,2110.6
561,5,3.5,Summer,7.0,4439.0
198,8,2.0,Winter,6.0,1796.0
576,8,7.7,Monsoon,6.5,4404.6
437,2,4.0,Summer,7.0,3296.0
252,12,7.9,Summer,7.0,2754.2
297,10,14.0,Monsoon,6.5,2824.5
264,7,13.0,Monsoon,6.5,2511.0
176,6,1.8,Winter,6.0,1408.4
462,10,13.1,Winter,6.0,3692.8
237,1,2.5,Winter,6.0,1652.0
355,10,9.7,Winter,6.0,3069.6
543,6,13.3,Summer,7.0,4704.4
296,1,11.5,Summer,7.0,2453.0
136,12,2.4,Winter,6.0,1708.2
488,5,3.7,Summer,7.0,3898.6
101,4,3.5,Summer,7.0,1121.0
237,2,5.2,Winter,6.0,1768.6
397,11,9.0,Monsoon,6.5,3580.5
178,6,7.9,Monsoon,6.5,1868.2
477,8,4.9,Winter,6.0,3585.2
512,6,9.2,Summer,7.0,4303.6
516,2,2.0,Monsoon,6.5,3564.0
309,11,10.1,Winter,6.0,2780.8
165,5,7.4,Winter,6.0,1412.2
387,3,13.8,Winter,6.0,2906.4
517,5,8.6,Summer,7.0,4316.8
126,9,2.8,Summer,7.0,1612.4
176,8,9.8,Winter,6.0,1991.4
443,5,8.8,Winter,6.0,3336.4
196,12,9.8,Summer,7.0,2367.4
482,1,2.5,Summer,7.0,3511.0
545,11,7.1,Winter,6.0,4168.8
271,4,3.8,Winter,6.0,1974.4
188,7,8.2,Monsoon,6.5,1758.6
199,1,3.6,Winter,6.0,1453.8
494,11,13.6,Winter,6.0,4158.8
449,12,9.9,Winter,6.0,3803.2
169,3,3.2,Winter,6.0,1245.6
96,12,13.6,Summer,7.0,1695.8
572,11,3.3,Summer,7.0,4784.4
275,2,5.3,Winter,6.0,2015.4
565,7,1.8,Summer,7.0,4395.4
535,8,7.4,Summer,7.0,4552.2
328,4,5.2,Monsoon,6.5,2587.6
421,1,2.8,Summer,7.0,3161.4
587,12,8.7,Winter,6.0,4678.6
117,8,6.5,Winter,6.0,1516.0
579,4,10.4,Monsoon,6.5,4434.7
512,10,5.4,Summer,7.0,4267.2
507,8,3.0,Winter,6.0,3673.0
526,1,3.5,Winter,6.0,3267.0
432,8,4.4,Winter,6.0,3197.2
427,10,12.2,Monsoon,6.5,3856.1
380,12,10.4,Summer,7.0,3794.2
448,8,11.5,Monsoon,6.5,3686.0
292,5,10.1,Monsoon,6.5,2399.8
574,3,3.7,Monsoon,6.5,3959.6
583,2,11.4,Monsoon,6.5,4340.7
320,4,8.5,Winter,6.0,2277.0
347,6,10.0,Winter,6.0,2691.0
112,2,5.7,Monsoon,6.5,925.6
312,2,8.5,Monsoon,6.5,2495.0
428,6,11.1,Winter,6.0,3403.8
234,12,12.4,Winter,6.0,2434.2
131,8,11.5,Monsoon,6.5,1599.5
184,9,2.0,Summer,7.0,1832.0
200,4,12.9,Summer,7.0,1951.2
379,12,7.0,Monsoon,6.5,3548.5
181,3,9.6,Winter,6.0,1570.8
205,4,7.0,Summer,7.0,1953.0
331,8,5.8,Summer,7.0,3107.4
167,5,6.2,Summer,7.0,1729.6
331,3,10.9,Winter,6.0,2607.2
313,3,11.5,Winter,6.0,2456.0
549,9,11.4,Winter,6.0,4233.2
533,3,11.1,Summer,7.0,4350.8
166,6,5.4,Summer,7.0,1637.2
142,7,11.0,Winter,6.0,1542.0
139,11,13.8,Monsoon,6.5,2120.9
509,7,12.6,Winter,6.0,3994.8
401,6,1.6,Winter,6.0,2833.8
230,12,6.5,Monsoon,6.5,2412.0
532,12,5.8,Monsoon,6.5,4457.4
388,2,2.0,Summer,7.0,2923.0
209,9,13.9,Winter,6.0,2223.2
175,9,8.4,Summer,7.0,2161.2
243,1,1.8,Winter,6.0,1699.4
344,4,11.9,Monsoon,6.5,2834.2
512,9,2.9,Monsoon,6.5,3874.2
345,11,7.8,Winter,6.0,2916.4
207,8,5.2,Summer,7.0,1966.6
427,4,11.6,Winter,6.0,3293.8
319,6,5.2,Monsoon,6.5,2752.1
223,12,6.2,Monsoon,6.5,2379.1
415,9,8.8,Summer,7.0,3770.4
180,3,10.4,Winter,6.0,1626.2
174,1,6.8,Summer,7.0,1389.4
299,8,2.5,Winter,6.0,2503.0
484,5,8.8,Winter,6.0,3541.4
581,12,13.7,Winter,6.0,4582.6
597,3,7.6,Summer,7.0,4670.8
200,12,4.2,Summer,7.0,2389.6
240,9,6.1,Summer,7.0,2345.8
498,2,3.0,Monsoon,6.5,3593.0
121,9,3.4,Winter,6.0,1446.2
463,5,5.2,Winter,6.0,3112.6
225,10,6.8,Summer,7.0,2421.4
300,3,11.7,Winter,6.0,2422.6
205,9,5.9,Summer,7.0,2057.2
572,10,5.4,Winter,6.0,4314.2
466,8,11.9,Winter,6.0,3566.2
596,11,7.3,Summer,7.0,5171.4
539,3,12.3,Monsoon,6.5,4058.9
499,7,4.4,Summer,7.0,4123.2
126,11,12.6,Winter,6.0,1815.8
170,3,10.3,Monsoon,6.5,1730.4
396,9,9.6,Monsoon,6.5,3563.8
277,10,8.3,Summer,7.0,2698.4
273,8,7.8,Monsoon,6.5,2371.9
264,1,4.9,Summer,7.0,2005.2
534,2,11.6,Summer,7.0,4206.8
126,8,12.3,Winter,6.0,1481.4
527,3,6.7,Winter,6.0,3664.6
471,5,2.6,Winter,6.0,3123.8
252,5,3.3,Monsoon,6.5,2035.4
237,5,13.4,Summer,7.0,2295.2
413,3,1.8,Summer,7.0,3015.4
479,2,5.5,Winter,6.0,3219.0
344,7,13.3,Winter,6.0,2802.4
287,4,10.9,Summer,7.0,2724.2
584,9,10.9,Summer,7.0,5025.2
355,1,5.5,Summer,7.0,2837.0
147,8,1.9,Winter,6.0,1424.2
355,9,13.5,Summer,7.0,3349.0
208,5,8.6,Summer,7.0,2099.8
592,4,11.3,Summer,7.0,4642.4
252,4,8.2,Winter,6.0,2067.6
542,1,1.5,Monsoon,6.5,3717.0
376,11,13.7,Monsoon,6.5,3392.6
573,5,9.0,Summer,7.0,4632.0
297,10,12.0,Winter,6.0,2762.0
245,12,8.2,Summer,7.0,2609.6
171,7,10.2,Winter,6.0,1687.6
366,7,4.1,Monsoon,6.5,3056.8
430,11,4.8,Winter,6.0,3510.4
331,11,13.8,Winter,6.0,3111.4
550,10,5.6,Summer,7.0,4574.8
82,10,7.5,Monsoon,6.5,1247.0
257,7,8.4,Monsoon,6.5,2460.7
163,11,9.6,Winter,6.0,2086.8
535,11,3.0,Summer,7.0,4586.0
446,7,3.7,Monsoon,6.5,3311.6
553,6,13.2,Summer,7.0,4707.6
306,12,1.7,Summer,7.0,2962.6
446,4,2.6,Monsoon,6.5,3236.8
306,4,13.8,Monsoon,6.5,2670.4
367,8,12.8,Summer,7.0,3404.4
280,11,6.5,Summer,7.0,2849.0
592,8,3.6,Monsoon,6.5,4417.8
259,2,8.9,Monsoon,6.5,1945.7
345,10,12.2,Summer,7.0,3523.6
360,4,12.1,Monsoon,6.5,2799.8
338,11,8.5,Monsoon,6.5,3232.0
517,11,9.9,Summer,7.0,4487.2
522,7,4.9,Winter,6.0,3839.2
587,6,8.0,Winter,6.0,4008.0
309,1,5.0,Monsoon,6.5,2278.5
539,6,1.6,Monsoon,6.5,3887.3
163,10,11.6,Winter,6.0,1917.8
513,2,13.0,Monsoon,6.5,3778.5
417,5,2.3,Summer,7.0,3207.4
571,7,11.6,Summer,7.0,4797.8
333,2,7.4,Winter,6.0,2359.2
421,9,11.4,Summer,7.0,3738.2
529,2,9.3,Monsoon,6.5,3974.9
167,1,13.0,Summer,7.0,1641.0
146,3,2.3,Winter,6.0,1211.4
388,10,9.3,Summer,7.0,3509.4
137,9,2.2,Summer,7.0,1650.6
178,10,10.9,Winter,6.0,1992.2
90,8,6.3,Monsoon,6.5,1350.4
183,6,9.6,Monsoon,6.5,1711.3
416,10,3.9,Winter,6.0,3157.2
149,10,11.4,Summer,7.0,1961.2
209,11,7.9,Monsoon,6.5,2325.7
572,12,9.3,Winter,6.0,4417.4
220,1,2.3,Summer,7.0,1678.4
526,9,13.5,Monsoon,6.5,4415.0
229,3,7.4,Winter,6.0,1801.2
457,1,8.0,Winter,6.0,2955.0
323,9,11.7,Summer,7.0,3309.6
512,6,3.9,Summer,7.0,4035.2
286,2,5.8,Monsoon,6.5,2244.4
558,10,10.2,Monsoon,6.5,4708.6
423,10,5.2,Monsoon,6.5,3563.1
187,8,12.5,Summer,7.0,2050.0
304,1,9.5,Winter,6.0,2122.0
298,4,7.5,Winter,6.0,2277.0
464,4,6.5,Monsoon,6.5,3311.0
90,2,6.0,Winter,6.0,972.0
225,5,7.0,Summer,7.0,2245.0
124,1,4.0,Winter,6.0,916.0
304,5,10.5,Summer,7.0,2770.0
331,3,3.9,Monsoon,6.5,2395.7
183,1,11.9,Winter,6.0,1416.2
193,6,13.2,Winter,6.0,1923.6
325,6,11.6,Winter,6.0,2601.8
524,12,2.3,Monsoon,6.5,4173.4
274,4,8.2,Summer,7.0,2448.6
519,11,4.6,Winter,6.0,3830.8
273,9,5.2,Monsoon,6.5,2431.1
333,1,9.4,Winter,6.0,2319.2
600,10,12.6,Summer,7.0,5159.8
163,8,11.4,Monsoon,6.5,1781.7
600,7,10.9,Summer,7.0,5070.2
590,9,7.3,Winter,6.0,4343.4
462,9,10.2,Monsoon,6.5,3976.6
354,10,6.5,Winter,6.0,3104.0
117,4,4.2,Monsoon,6.5,1091.1
320,7,4.2,Winter,6.0,2559.6
240,6,4.7,Winter,6.0,1854.6
166,5,7.1,Summer,7.0,1715.8
122,8,7.9,Summer,7.0,1617.2
541,8,6.9,Winter,6.0,3997.2
404,5,6.3,Winter,6.0,2866.4
319,5,9.6,Winter,6.0,2540.8
381,9,7.9,Summer,7.0,3363.2
313,2,3.0,Winter,6.0,2126.0
285,6,4.0,Summer,7.0,2515.0
389,12,11.7,Winter,6.0,3431.6
221,12,10.7,Summer,7.0,2609.6
386,5,11.8,Summer,7.0,3413.4
92,8,9.7,Winter,6.0,1269.6
313,4,10.5,Winter,6.0,2389.0
319,9,8.8,Winter,6.0,2877.4
552,6,11.4,Winter,6.0,4031.2
519,12,6.7,Summer,7.0,4674.6
110,6,3.2,Winter,6.0,1054.6
89,8,11.6,Winter,6.0,1409.8
310,7,6.8,Winter,6.0,2561.4
386,6,8.8,Monsoon,6.5,3285.4
222,3,13.7,Summer,7.0,2151.6
480,7,4.1,Monsoon,6.5,3739.8
475,4,7.4,Summer,7.0,3810.2
542,11,12.7,Monsoon,6.5,4490.6
186,11,8.4,Summer,7.0,2118.2
580,1,3.8,Monsoon,6.5,3826.4
370,4,4.4,Winter,6.0,2721.2
545,1,6.1,Summer,7.0,3905.8
414,7,6.4,Summer,7.0,3438.2
508,8,10.8,Summer,7.0,4427.4
213,4,5.4,Summer,7.0,1995.2
397,10,4.0,Summer,7.0,3625.0
286,1,13.9,Winter,6.0,2248.2
488,10,11.6,Summer,7.0,4509.8
582,8,7.3,Winter,6.0,4086.4
173,5,9.6,Monsoon,6.5,1801.3
384,7,9.2,Winter,6.0,2955.6
335,3,12.7,Winter,6.0,2631.6
473,11,3.8,Winter,6.0,3800.4
482,12,13.3,Summer,7.0,4498.4
360,11,8.2,Summer,7.0,3348.6
302,8,6.6,Monsoon,6.5,2800.8
457,2,10.9,Summer,7.0,3742.2
499,8,3.6,Winter,6.0,3570.8
125,8,1.8,Monsoon,6.5,1468.9
431,12,6.5,Winter,6.0,3497.0
118,1,4.6,Winter,6.0,820.8
555,8,7.3,Winter,6.0,3946.4
328,12,13.4,Monsoon,6.5,3208.2
365,3,3.6,Winter,6.0,2344.8
182,3,5.2,Monsoon,6.5,1646.6
480,3,2.5,Monsoon,6.5,3240.0
359,3,7.0,Monsoon,6.5,2665.5
115,11,8.2,Summer,7.0,1825.6
128,11,11.6,Monsoon,6.5,1773.8
395,8,2.2,Winter,6.0,2803.6
466,4,13.1,Summer,7.0,3929.8
284,2,1.7,Summer,7.0,2029.6
425,4,10.0,Summer,7.0,3397.0
178,11,3.6,Summer,7.0,1996.8
505,9,2.8,Summer,7.0,4215.4
274,10,4.1,Winter,6.0,2535.8
518,2,4.4,Winter,6.0,3265.2
411,3,1.7,Winter,6.0,2719.6
478,4,7.2,Summer,7.0,3690.6
365,11,9.3,Monsoon,6.5,3219.9
303,7,5.3,Summer,7.0,2829.4
255,5,13.5,Summer,7.0,2504.0
477,11,13.1,Monsoon,6.5,4100.3
259,11,11.0,Winter,6.0,2589.0
573,2,5.7,Monsoon,6.5,4163.1
471,9,9.5,Winter,6.0,3646.0
93,4,1.8,Monsoon,6.5,827.9
322,12,6.9,Winter,6.0,2879.2
161,1,3.2,Monsoon,6.5,1306.1
286,3,6.2,Winter,6.0,1953.6
534,12,12.5,Summer,7.0,4786.0
405,11,11.3,Winter,6.0,3331.4
504,11,11.7,Monsoon,6.5,4180.6
419,6,4.5,Summer,7.0,3575.0
334,11,10.2,Summer,7.0,3301.6
470,9,5.5,Monsoon,6.5,3870.0
86,2,12.4,Monsoon,6.5,921.2
133,11,13.9,Summer,7.0,1989.2
173,3,8.9,Summer,7.0,1609.2
599,2,6.8,Summer,7.0,4602.4
248,12,4.0,Winter,6.0,2447.0
334,5,5.1,Summer,7.0,2884.8
286,5,12.3,Monsoon,6.5,2624.4
448,7,6.2,Summer,7.0,3855.6
512,9,9.1,Winter,6.0,3982.8
573,1,11.0,Summer,7.0,4452.0
387,10,8.2,Summer,7.0,3721.6
259,5,6.3,Monsoon,6.5,2190.9
370,7,8.5,Winter,6.0,3009.0
421,3,10.4,Summer,7.0,3383.2
274,1,1.7,Summer,7.0,2136.6
463,8,6.6,Monsoon,6.5,3776.3
462,7,7.6,Winter,6.0,3325.8
119,2,6.3,Winter,6.0,1159.4
278,7,13.5,Summer,7.0,2807.0
580,11,10.1,Monsoon,6.5,4646.8
474,7,10.7,Monsoon,6.5,3809.6
115,6,9.4,Winter,6.0,1207.2
231,5,9.1,Monsoon,6.5,2006.3
333,10,8.7,Winter,6.0,2823.6
199,2,9.6,Summer,7.0,1837.8
162,9,12.9,Winter,6.0,1984.2
517,5,10.1,Summer,7.0,4332.8
471,10,5.3,Monsoon,6.5,3919.9
171,2,9.5,Monsoon,6.5,1533.5
355,12,4.1,Summer,7.0,3432.8
395,1,13.8,Monsoon,6.5,3119.9
179,2,11.2,Summer,7.0,1759.6
506,11,5.1,Monsoon,6.5,4216.8
260,6,3.8,Summer,7.0,2234.4
578,3,7.8,Summer,7.0,4365.4
297,3,4.0,Winter,6.0,2032.0
345,7,7.0,Summer,7.0,2971.0
250,2,5.2,Monsoon,6.5,1943.6
363,2,5.8,Summer,7.0,2982.4
569,8,9.9,Summer,7.0,4681.2
142,5,10.9,Summer,7.0,1477.2
122,2,4.1,Monsoon,6.5,890.8
352,8,7.4,Winter,6.0,2861.2
519,6,6.1,Monsoon,6.5,3959.3
325,6,9.8,Winter,6.0,2657.4
138,6,12.4,Monsoon,6.5,1535.2
547,12,6.5,Summer,7.0,4712.0
205,9,5.0,Summer,7.0,2137.0
542,10,10.1,Winter,6.0,4277.8
503,11,3.8,Monsoon,6.5,4104.9
448,1,13.6,Summer,7.0,3597.8
534,4,9.1,Monsoon,6.5,4039.8
163,6,6.8,Monsoon,6.5,1732.9
